%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V],"% Didn't take it at 1.5mm, took it at 1mm"
82811.955,300.245,-348.36,293.003,-0.07,5.524,5,
82803.893,300.243,-348.36,292.683,-0.053,5.513,5,
82807.924,300.243,-348.439,293.163,-0.053,5.513,5,
82803.893,300.241,-348.281,293.163,-0.037,5.513,5,
82803.893,300.246,-348.439,293.003,-0.07,5.513,5,
82803.893,300.243,-348.518,292.683,-0.053,5.513,5,
82795.83,300.241,-348.518,292.683,-0.053,5.524,5,
82803.893,300.243,-348.597,292.683,-0.053,5.524,5,
82799.861,300.245,-348.518,292.683,-0.005,5.513,5,
82803.893,300.243,-348.36,292.363,-0.037,5.524,5,
82803.893,300.243,-348.439,292.523,-0.021,5.513,5,
82807.924,300.241,-348.36,292.043,-0.053,5.524,5,
82799.861,300.241,-348.518,291.562,-0.037,5.534,5,
82803.893,300.243,-348.36,291.562,-0.037,5.524,5,
82811.955,300.243,-348.36,291.242,-0.037,5.534,5,
82799.861,300.241,-348.439,290.762,-0.086,5.502,5,
82803.893,300.245,-348.36,290.602,-0.053,5.524,5,
82807.924,300.243,-348.439,290.282,-0.053,5.524,5,
82803.893,300.243,-348.439,290.122,-0.053,5.524,5,
82807.924,300.241,-348.36,289.641,-0.037,5.502,5,
82803.893,300.243,-348.36,289.481,-0.053,5.513,5,
82807.924,300.245,-348.36,289.321,-0.053,5.524,5,
82807.924,300.243,-348.281,289.321,-0.086,5.524,5,
82807.924,300.241,-348.439,289.001,-0.07,5.513,5,
82811.955,300.245,-348.281,289.001,-0.037,5.524,5,
82807.924,300.241,-348.36,288.521,-0.037,5.524,5,
82807.924,300.241,-348.36,288.521,-0.07,5.502,5,
82811.955,300.241,-348.36,288.361,-0.053,5.513,5,
82811.955,300.24,-348.281,288.361,-0.037,5.524,5,
82811.955,300.238,-348.281,288.04,-0.037,5.534,5,
82815.987,300.241,-348.281,288.361,-0.053,5.513,5,
82811.955,300.243,-348.202,288.521,-0.037,5.524,5,
82811.955,300.241,-348.281,288.361,-0.037,5.524,5,
82815.987,300.243,-348.202,288.361,-0.053,5.513,5,
82815.987,300.24,-348.281,288.04,-0.053,5.534,5,
82807.924,300.243,-348.281,288.521,-0.07,5.524,5,
82811.955,300.245,-348.202,288.681,-0.037,5.524,5,
82815.987,300.246,-348.36,288.681,-0.053,5.534,5,
82815.987,300.243,-348.281,288.841,-0.053,5.513,5,
82815.987,300.243,-348.281,289.161,-0.07,5.513,5,
82815.987,300.241,-348.281,289.321,-0.037,5.524,5,
82807.924,300.243,-348.281,289.481,-0.037,5.524,5,
82811.955,300.245,-348.281,289.481,-0.053,5.513,5,
82811.955,300.246,-348.439,289.962,-0.07,5.513,5,
82815.987,300.246,-348.36,290.122,-0.07,5.524,5,
82815.987,300.245,-348.36,290.122,-0.053,5.524,5,
82828.081,300.245,-348.518,290.602,-0.07,5.524,5,
82820.018,300.246,-348.439,290.602,-0.07,5.513,5,
82820.018,300.245,-348.439,290.602,-0.037,5.513,5,
82828.081,300.246,-348.597,291.082,-0.053,5.524,5,
82820.018,300.245,-348.597,291.242,-0.053,5.513,5,
82820.018,300.246,-348.676,291.562,-0.037,5.513,5,
82815.987,300.248,-348.597,291.723,-0.053,5.524,5,
82820.018,300.246,-348.676,291.883,-0.037,5.513,5,
82820.018,300.249,-348.676,292.043,-0.021,5.513,5,
82815.987,300.246,-348.597,292.203,-0.07,5.513,5,
82820.018,300.246,-348.676,292.363,-0.086,5.524,5,
82815.987,300.245,-348.597,292.683,-0.037,5.524,5,
82824.05,300.248,-348.755,293.003,-0.07,5.524,5,
82824.05,300.245,-348.676,293.323,-0.053,5.524,5,
82828.081,300.243,-348.755,293.484,-0.037,5.513,5,
82815.987,300.243,-348.755,293.484,-0.053,5.534,5,
82815.987,300.245,-348.755,293.964,-0.021,5.502,5,
82824.05,300.243,-348.676,294.124,-0.07,5.524,5,
82824.05,300.24,-348.755,294.284,-0.053,5.513,5,
82820.018,300.241,-348.676,294.284,-0.07,5.524,5,
82820.018,300.243,-348.676,294.604,-0.037,5.524,5,
82820.018,300.246,-348.676,294.924,-0.053,5.513,5,
82824.05,300.245,-348.597,295.084,-0.021,5.502,5,
82820.018,300.243,-348.676,295.245,-0.037,5.524,5,
82824.05,300.24,-348.676,295.725,-0.037,5.513,5,
82811.955,300.243,-348.755,295.725,-0.07,5.524,5,
82820.018,300.241,-348.755,295.725,-0.053,5.513,5,
82815.987,300.241,-348.755,296.045,-0.07,5.513,5,
82824.05,300.238,-348.755,296.045,-0.021,5.524,5,
82811.955,300.243,-348.676,296.525,-0.037,5.524,5,
82824.05,300.241,-348.755,296.685,-0.037,5.524,5,
82820.018,300.243,-348.755,297.006,-0.053,5.524,5,
82820.018,300.241,-348.676,297.006,-0.086,5.524,5,
82820.018,300.24,-348.834,297.166,-0.053,5.502,5,
82824.05,300.241,-348.676,297.166,-0.021,5.513,5,
82820.018,300.238,-348.676,297.646,-0.037,5.502,5,
82811.955,300.243,-348.755,297.806,-0.07,5.513,5,
82815.987,300.24,-348.834,297.486,-0.053,5.513,5,
82815.987,300.24,-348.913,297.646,-0.037,5.491,5,
82815.987,300.238,-348.755,297.646,-0.053,5.513,5,
82820.018,300.243,-348.834,297.646,-0.07,5.513,5,
82815.987,300.243,-348.834,297.326,-0.037,5.524,5,
82811.955,300.241,-348.913,297.486,-0.053,5.513,5,
82815.987,300.243,-348.913,297.326,-0.053,5.502,5,
82820.018,300.241,-349.071,297.326,-0.053,5.513,5,
82815.987,300.241,-348.992,297.166,-0.07,5.513,5,
82807.924,300.24,-348.913,296.685,-0.021,5.524,5,
82807.924,300.243,-349.23,296.365,-0.053,5.502,5,
82803.893,300.241,-349.151,295.885,-0.07,5.513,5,
82803.893,300.24,-349.388,295.725,-0.07,5.534,5,
82807.924,300.24,-349.388,295.084,-0.037,5.524,5,
82807.924,300.241,-349.467,295.084,-0.053,5.534,5,
82807.924,300.243,-349.467,294.604,-0.053,5.534,5,
82807.924,300.243,-349.546,294.124,-0.037,5.524,5,
82803.893,300.241,-349.546,293.964,-0.053,5.502,5,
82807.924,300.243,-349.704,293.323,-0.07,5.524,5,
82803.893,300.24,-349.704,292.683,-0.053,5.524,5,
82807.924,300.241,-349.783,292.203,-0.037,5.524,5,
82807.924,300.241,-349.783,291.723,-0.037,5.534,5,
82803.893,300.243,-349.941,290.922,-0.053,5.513,5,
82807.924,300.243,-350.02,290.442,-0.037,5.491,5,
82799.861,300.243,-350.099,289.962,-0.053,5.524,5,
82811.955,300.243,-350.178,289.481,-0.021,5.524,5,
82811.955,300.241,-350.099,289.161,-0.037,5.524,5,
82807.924,300.243,-350.178,288.361,-0.053,5.502,5,
82807.924,300.243,-350.257,288.2,-0.07,5.524,5,
82811.955,300.243,-350.178,287.72,-0.07,5.502,5,
82815.987,300.243,-350.178,287.56,-0.053,5.524,5,
82815.987,300.246,-350.257,287.24,-0.037,5.513,5,
82807.924,300.241,-350.415,287.24,-0.037,5.534,5,
82811.955,300.243,-350.415,286.76,-0.07,5.524,5,
82815.987,300.241,-350.336,286.6,-0.086,5.502,5,
82815.987,300.245,-350.415,286.279,-0.053,5.502,5,
82815.987,300.243,-350.573,286.279,-0.037,5.513,5,
82815.987,300.24,-350.573,286.439,-0.037,5.513,5,
82824.05,300.241,-350.494,286.279,-0.037,5.513,5,
82828.081,300.241,-350.494,286.439,-0.037,5.534,5,
82824.05,300.241,-350.494,286.279,-0.021,5.524,5,
82815.987,300.241,-350.494,286.92,-0.07,5.524,5,
82815.987,300.245,-350.415,286.76,-0.053,5.513,5,
82820.018,300.245,-350.573,287.4,-0.07,5.502,5,
82820.018,300.24,-350.494,287.72,-0.07,5.524,5,
82815.987,300.241,-350.415,288.04,-0.037,5.513,5,
82820.018,300.243,-350.573,288.2,-0.086,5.534,5,
82820.018,300.238,-350.415,288.521,-0.037,5.524,5,
82824.05,300.243,-350.415,289.161,-0.086,5.513,5,
82824.05,300.243,-350.336,289.641,-0.037,5.524,5,
82824.05,300.24,-350.415,290.282,-0.037,5.524,5,
82828.081,300.243,-350.494,290.602,-0.037,5.524,5,
82815.987,300.241,-350.257,291.082,-0.037,5.513,5,
82815.987,300.243,-350.099,291.562,-0.053,5.491,5,
82815.987,300.243,-350.178,292.043,-0.053,5.513,5,
82815.987,300.245,-350.257,292.363,-0.021,5.513,5,
82815.987,300.243,-350.178,293.163,-0.07,5.502,5,
82811.955,300.241,-350.099,293.644,-0.053,5.513,5,
82815.987,300.243,-349.941,294.124,-0.021,5.534,5,
82820.018,300.241,-350.02,294.604,-0.037,5.524,5,
82820.018,300.243,-350.099,295.084,-0.037,5.502,5,
82815.987,300.246,-349.941,295.565,-0.053,5.502,5,
82815.987,300.243,-349.862,295.725,-0.07,5.502,5,
82811.955,300.248,-349.704,295.885,-0.037,5.534,5,
82815.987,300.243,-349.862,296.205,-0.07,5.534,5,
82811.955,300.245,-349.783,296.365,-0.021,5.524,5,
82815.987,300.245,-349.625,297.006,-0.053,5.502,5,
82811.955,300.248,-349.546,296.846,-0.07,5.524,5,
82811.955,300.246,-349.546,296.846,-0.037,5.513,5,
82811.955,300.245,-349.388,296.685,-0.053,5.524,5,
82811.955,300.243,-349.388,296.846,-0.07,5.513,5,
82811.955,300.246,-349.388,296.846,-0.07,5.524,5,
82820.018,300.248,-349.388,296.525,-0.037,5.513,5,
82815.987,300.245,-349.388,296.525,-0.021,5.524,5,
82811.955,300.249,-349.23,296.525,-0.053,5.524,5,
82811.955,300.248,-349.23,296.205,-0.053,5.513,5,
82820.018,300.245,-349.071,296.045,-0.053,5.513,5,
82820.018,300.248,-349.071,296.045,-0.037,5.502,5,
82824.05,300.245,-349.071,295.405,-0.037,5.513,5,
82824.05,300.246,-348.992,295.084,-0.07,5.502,5,
82820.018,300.246,-348.992,295.245,-0.037,5.513,5,
82824.05,300.245,-348.913,294.924,-0.037,5.502,5,
82820.018,300.245,-349.151,294.604,-0.021,5.513,5,
82820.018,300.246,-348.834,294.284,-0.021,5.524,5,
82815.987,300.245,-348.755,294.124,-0.037,5.524,5,
82824.05,300.248,-348.834,293.804,-0.037,5.502,5,
82815.987,300.241,-348.755,293.804,-0.053,5.513,5,
82824.05,300.245,-348.834,293.003,-0.053,5.524,5,
82824.05,300.245,-348.676,293.323,-0.021,5.524,5,
82824.05,300.245,-348.676,292.843,-0.07,5.513,5,
82824.05,300.245,-348.597,292.523,-0.053,5.524,5,
82820.018,300.243,-348.676,292.363,-0.053,5.534,5,
82820.018,300.241,-348.676,292.203,-0.037,5.524,5,
82820.018,300.245,-348.755,291.883,-0.053,5.524,5,
82824.05,300.243,-348.676,291.723,-0.005,5.524,5,
82828.081,300.246,-348.676,292.043,-0.037,5.502,5,
82815.987,300.243,-348.755,292.043,-0.037,5.524,5,
82820.018,300.245,-348.755,291.883,-0.053,5.513,5,
82820.018,300.245,-348.676,291.723,-0.07,5.534,5,
82824.05,300.243,-348.755,291.723,-0.07,5.524,5,
82815.987,300.245,-348.913,291.562,-0.037,5.524,5,
82824.05,300.245,-348.992,292.043,-0.053,5.513,5,
82815.987,300.243,-348.992,292.203,-0.053,5.513,5,
82815.987,300.243,-348.992,292.043,-0.037,5.524,5,
82811.955,300.243,-349.071,292.203,-0.021,5.502,5,
82815.987,300.243,-349.151,292.523,-0.037,5.513,5,
82811.955,300.245,-349.23,292.523,-0.053,5.534,5,
82811.955,300.243,-349.309,292.683,-0.086,5.524,5,
82811.955,300.243,-349.309,292.843,-0.07,5.545,5,
82815.987,300.241,-349.388,293.003,-0.053,5.513,5,
82807.924,300.243,-349.309,293.003,-0.021,5.502,5,
82811.955,300.241,-349.467,293.323,-0.07,5.513,5,
82815.987,300.241,-349.625,293.323,-0.037,5.524,5,
82815.987,300.243,-349.704,293.804,-0.07,5.491,5,
82811.955,300.241,-349.783,293.804,-0.07,5.534,5,
82811.955,300.241,-349.783,293.964,-0.005,5.524,5,
82807.924,300.238,-349.941,293.964,-0.053,5.524,5,
82807.924,300.243,-349.941,294.124,-0.037,5.513,5,
82807.924,300.24,-350.02,293.964,-0.053,5.513,5,
82815.987,300.241,-350.02,294.124,-0.07,5.524,5,
82803.893,300.238,-350.178,294.124,-0.053,5.513,5,
82807.924,300.24,-350.178,294.124,-0.053,5.534,5,
82807.924,300.238,-350.178,294.444,-0.053,5.524,5,
82815.987,300.238,-350.257,294.124,-0.07,5.513,5,
82811.955,300.238,-350.415,294.124,-0.037,5.513,5,
82803.893,300.241,-350.336,294.284,-0.021,5.502,5,
82803.893,300.24,-350.415,294.124,-0.07,5.513,5,
82811.955,300.238,-350.573,293.964,-0.053,5.513,5,
82811.955,300.24,-350.494,293.804,-0.021,5.524,5,
82811.955,300.238,-350.494,293.964,-0.053,5.524,5,
82815.987,300.24,-350.494,293.644,-0.053,5.534,5,
82815.987,300.237,-350.494,293.804,-0.037,5.534,5,
82820.018,300.238,-350.652,293.644,-0.07,5.502,5,
82807.924,300.24,-350.573,293.484,-0.053,5.524,5,
82811.955,300.241,-350.415,293.484,-0.021,5.502,5,
82811.955,300.243,-350.415,293.323,-0.053,5.513,5,
82815.987,300.24,-350.336,293.163,-0.053,5.524,5,
82820.018,300.24,-350.336,293.003,-0.037,5.524,5,
82811.955,300.243,-350.494,292.843,-0.037,5.524,5,
82815.987,300.243,-350.573,292.683,-0.037,5.534,5,
82820.018,300.243,-350.494,292.363,-0.037,5.524,5,
82820.018,300.24,-350.415,292.203,-0.037,5.524,5,
82811.955,300.241,-350.415,292.043,-0.053,5.502,5,
82811.955,300.243,-350.415,292.043,-0.053,5.534,5,
82820.018,300.243,-350.257,292.043,-0.037,5.524,5,
82815.987,300.241,-350.257,291.883,-0.07,5.524,5,
82811.955,300.241,-350.178,292.363,-0.053,5.534,5,
82820.018,300.245,-350.02,291.723,-0.037,5.524,5,
82815.987,300.245,-350.099,291.562,-0.021,5.513,5,
82811.955,300.245,-350.099,291.723,-0.053,5.502,5,
82807.924,300.243,-350.02,291.562,-0.053,5.513,5,
82807.924,300.243,-350.02,291.723,-0.053,5.513,5,
82811.955,300.243,-350.02,291.723,-0.053,5.534,5,
82807.924,300.245,-349.941,291.562,-0.053,5.513,5,
82815.987,300.243,-349.941,291.562,-0.053,5.502,5,
82811.955,300.243,-349.862,291.562,-0.053,5.534,5,
82811.955,300.245,-349.862,291.883,-0.053,5.513,5,
82811.955,300.245,-349.941,291.883,-0.037,5.491,5,
82815.987,300.243,-349.783,291.562,-0.037,5.545,5,
82815.987,300.243,-349.862,291.723,-0.07,5.524,5,
82815.987,300.245,-349.704,291.883,-0.07,5.524,5,
82811.955,300.241,-349.704,291.723,-0.053,5.502,5,
82811.955,300.241,-349.783,291.883,-0.037,5.534,5,
82807.924,300.24,-349.704,291.723,-0.07,5.524,5,
82815.987,300.241,-349.625,291.883,-0.07,5.513,5,
82807.924,300.245,-349.783,291.883,-0.021,5.502,5,
82811.955,300.243,-349.704,292.043,-0.037,5.524,5,
82807.924,300.243,-349.625,292.043,-0.07,5.524,5,
82815.987,300.245,-349.625,292.043,-0.037,5.491,5,
82811.955,300.241,-349.625,291.562,-0.053,5.513,5,
82807.924,300.243,-349.625,291.883,-0.053,5.524,5,
82807.924,300.245,-349.546,291.562,-0.07,5.513,5,
82807.924,300.243,-349.783,291.402,-0.053,5.534,5,
82811.955,300.241,-349.625,291.562,-0.053,5.524,5,
82811.955,300.241,-349.783,291.402,-0.037,5.534,5,
82807.924,300.246,-349.704,291.562,-0.037,5.513,5,
82803.893,300.245,-349.783,291.242,-0.037,5.524,5,
82807.924,300.243,-349.546,291.242,-0.053,5.524,5,
82815.987,300.243,-349.625,290.922,-0.053,5.524,5,
82811.955,300.243,-349.625,290.762,-0.021,5.513,5,
82820.018,300.245,-349.546,290.282,-0.053,5.513,5,
82815.987,300.245,-349.862,290.442,-0.037,5.491,5,
82811.955,300.243,-349.704,289.801,-0.053,5.502,5,
82807.924,300.243,-349.625,289.641,-0.021,5.502,5,
82811.955,300.243,-349.625,289.321,-0.053,5.513,5,
82811.955,300.24,-349.704,289.321,-0.037,5.513,5,
82815.987,300.241,-349.783,289.001,-0.053,5.524,5,
82820.018,300.241,-349.783,288.681,-0.053,5.513,5,
82803.893,300.241,-349.704,288.521,-0.037,5.534,5,
82807.924,300.24,-349.704,288.361,-0.037,5.534,5,
82815.987,300.243,-349.783,288.2,-0.037,5.524,5,
82811.955,300.245,-349.625,287.88,-0.053,5.491,5,
82807.924,300.243,-349.625,287.24,-0.053,5.534,5,
82811.955,300.245,-349.546,287.24,-0.053,5.502,5,
82815.987,300.243,-349.704,287.08,-0.07,5.502,5,
82811.955,300.245,-349.467,286.92,-0.053,5.513,5,
82803.893,300.241,-349.388,286.92,-0.07,5.524,5,
82807.924,300.243,-349.388,286.76,-0.021,5.524,5,
82811.955,300.243,-349.467,286.279,-0.037,5.513,5,
82815.987,300.243,-349.467,286.439,-0.07,5.513,5,
82807.924,300.243,-349.309,286.279,-0.07,5.513,5,
82815.987,300.243,-349.151,286.439,-0.053,5.524,5,
82811.955,300.243,-349.23,285.799,-0.053,5.534,5,
82811.955,300.243,-348.992,285.959,-0.053,5.513,5,
82811.955,300.243,-349.071,285.479,-0.021,5.524,5,
82811.955,300.245,-349.071,285.799,-0.086,5.524,5,
82807.924,300.245,-348.992,285.799,-0.037,5.534,5,
82811.955,300.245,-349.071,285.799,-0.037,5.513,5,
82811.955,300.243,-348.913,286.119,-0.053,5.513,5,
82807.924,300.246,-348.755,285.799,-0.021,5.534,5,
82807.924,300.243,-348.755,286.119,-0.07,5.502,5,
82811.955,300.24,-348.676,286.119,-0.021,5.491,5,
82820.018,300.243,-348.755,286.119,-0.037,5.491,5,
82815.987,300.241,-348.755,286.279,-0.037,5.524,5,
82820.018,300.243,-348.597,286.279,-0.021,5.524,5,
82811.955,300.241,-348.439,286.439,-0.07,5.513,5,
82807.924,300.243,-348.36,286.439,-0.053,5.534,5,
82824.05,300.243,-348.439,286.439,-0.037,5.502,5,
82811.955,300.245,-348.281,286.92,-0.053,5.534,5,
82815.987,300.241,-348.36,286.92,-0.07,5.524,5,
82815.987,300.245,-348.123,287.24,-0.021,5.534,5,
82815.987,300.245,-348.123,287.4,-0.053,5.502,5,
82815.987,300.241,-348.123,287.4,-0.037,5.534,5,
82815.987,300.241,-348.123,287.4,-0.037,5.513,5,
82820.018,300.241,-347.886,287.72,-0.053,5.491,5,
82824.05,300.245,-347.965,287.72,-0.053,5.513,5,
82824.05,300.241,-347.886,287.88,-0.021,5.524,5,
82815.987,300.24,-347.807,288.2,-0.037,5.513,5,
82811.955,300.243,-347.886,288.2,-0.053,5.534,5,
82815.987,300.243,-347.886,288.361,-0.037,5.524,5,
82811.955,300.241,-347.728,288.361,-0.07,5.513,5,
82807.924,300.241,-347.807,288.04,-0.07,5.524,5,
82811.955,300.241,-347.728,288.521,-0.053,5.534,5,
82811.955,300.241,-347.57,288.361,-0.053,5.513,5,
82811.955,300.245,-347.649,288.361,-0.053,5.513,5,
82815.987,300.241,-347.649,288.361,-0.053,5.524,5,
82815.987,300.243,-347.57,288.2,-0.053,5.491,5,
82811.955,300.243,-347.57,288.361,-0.005,5.524,5,
82811.955,300.241,-347.649,288.04,-0.037,5.524,5,
82815.987,300.243,-347.491,288.2,-0.07,5.513,5,
82815.987,300.243,-347.491,287.88,-0.07,5.534,5,
82811.955,300.245,-347.57,287.88,-0.07,5.524,5,
82811.955,300.245,-347.491,287.72,-0.07,5.513,5,
82807.924,300.245,-347.649,287.56,-0.07,5.502,5,
82815.987,300.245,-347.491,287.24,-0.07,5.534,5,
82811.955,300.241,-347.57,287.24,-0.053,5.513,5,
82811.955,300.243,-347.491,287.08,-0.037,5.524,5,
82815.987,300.245,-347.491,287.08,-0.037,5.524,5,
82811.955,300.246,-347.491,286.92,-0.053,5.524,5,
82811.955,300.245,-347.649,286.6,-0.053,5.513,5,
82811.955,300.245,-347.57,286.439,-0.053,5.534,5,
82811.955,300.246,-347.728,286.439,-0.021,5.502,5,
82811.955,300.243,-347.57,286.279,-0.07,5.524,5,
82807.924,300.241,-347.412,285.959,-0.037,5.524,5,
82815.987,300.245,-347.491,285.799,-0.053,5.524,5,
82811.955,300.246,-347.57,285.799,-0.021,5.524,5,
82811.955,300.243,-347.649,285.479,-0.053,5.513,5,
82811.955,300.243,-347.649,285.319,-0.021,5.513,5,
82815.987,300.241,-347.649,285.479,-0.053,5.524,5,
82811.955,300.241,-347.807,284.999,-0.021,5.524,5,
82811.955,300.241,-347.807,285.159,-0.021,5.524,5,
82815.987,300.243,-347.728,285.159,-0.053,5.502,5,
82807.924,300.245,-347.649,284.839,-0.037,5.524,5,
82815.987,300.243,-347.728,284.839,-0.086,5.491,5,
82811.955,300.245,-347.728,284.839,-0.037,5.524,5,
82811.955,300.243,-347.807,284.839,-0.053,5.524,5,
82811.955,300.245,-347.807,284.678,-0.053,5.502,5,
82807.924,300.241,-347.807,284.678,-0.037,5.524,5,
82807.924,300.243,-347.728,284.358,-0.053,5.513,5,
82811.955,300.241,-347.886,284.518,-0.053,5.534,5,
82807.924,300.245,-347.965,284.518,-0.053,5.502,5,
82815.987,300.243,-347.886,284.678,-0.037,5.513,5,
82811.955,300.241,-347.965,284.358,-0.037,5.502,5,
82811.955,300.245,-347.965,284.678,-0.037,5.502,5,
82815.987,300.241,-347.965,284.678,-0.07,5.524,5,
82815.987,300.245,-347.965,284.678,-0.053,5.524,5,
82811.955,300.246,-347.886,284.999,-0.037,5.513,5,
82807.924,300.241,-347.886,284.839,-0.053,5.524,5,
82811.955,300.245,-347.807,284.839,-0.037,5.502,5,
82807.924,300.241,-347.965,284.839,-0.053,5.534,5,
82811.955,300.243,-348.044,284.999,-0.07,5.524,5,
82811.955,300.245,-347.965,285.159,-0.07,5.524,5,
82811.955,300.243,-347.807,285.479,-0.053,5.513,5,
82807.924,300.245,-347.965,285.479,-0.07,5.513,5,
82820.018,300.246,-348.123,285.959,-0.037,5.513,5,
82815.987,300.243,-348.044,285.639,-0.037,5.524,5,
82820.018,300.245,-345.91,291.402,-0.005,6.511,5,
82815.987,300.241,-345.989,291.562,-0.005,6.501,5,
82820.018,300.245,-346.068,291.562,-0.005,6.49,5,
82820.018,300.241,-346.068,291.402,-0.021,6.511,5,
82820.018,300.241,-345.989,291.883,-0.021,6.501,5,
82820.018,300.243,-345.989,291.562,-0.021,6.501,5,
82811.955,300.241,-345.91,291.562,-0.021,6.511,5,
82811.955,300.246,-345.989,291.562,-0.021,6.501,5,
82820.018,300.243,-345.831,291.723,-0.021,6.511,5,
82820.018,300.245,-345.752,291.562,-0.037,6.501,5,
82824.05,300.243,-345.831,291.883,-0.021,6.479,5,
82820.018,300.243,-345.673,292.043,-0.021,6.501,5,
82815.987,300.245,-345.831,292.363,-0.037,6.49,5,
82815.987,300.243,-345.831,292.043,-0.005,6.49,5,
82815.987,300.243,-345.831,292.203,-0.021,6.501,5,
82820.018,300.243,-345.673,292.523,-0.021,6.49,5,
82815.987,300.241,-345.594,292.523,-0.005,6.49,5,
82820.018,300.245,-345.594,292.363,-0.037,6.501,5,
82820.018,300.245,-345.436,292.363,-0.021,6.501,5,
82815.987,300.245,-345.594,292.683,-0.021,6.501,5,
82811.955,300.243,-345.515,292.683,-0.021,6.49,5,
82811.955,300.243,-345.515,293.003,-0.053,6.522,5,
82811.955,300.246,-345.357,292.843,-0.021,6.501,5,
82815.987,300.243,-345.357,293.003,-0.021,6.501,5,
82815.987,300.243,-345.436,293.484,-0.021,6.49,5,
82820.018,300.248,-345.357,293.323,-0.053,6.501,5,
82815.987,300.243,-345.199,293.163,-0.005,6.522,5,
82820.018,300.245,-345.357,293.163,-0.021,6.511,5,
82815.987,300.243,-345.278,293.323,-0.037,6.501,5,
82824.05,300.24,-345.199,293.804,-0.021,6.522,5,
82811.955,300.24,-345.12,293.964,-0.037,6.49,5,
82824.05,300.245,-345.199,293.804,-0.021,6.501,5,
82820.018,300.243,-345.199,293.644,-0.021,6.501,5,
82820.018,300.24,-345.12,293.964,-0.005,6.49,5,
82824.05,300.241,-345.041,294.284,-0.021,6.511,5,
82820.018,300.243,-345.12,294.124,-0.037,6.501,5,
82824.05,300.24,-345.041,294.124,-0.005,6.511,5,
82828.081,300.246,-345.041,294.604,-0.005,6.49,5,
82824.05,300.243,-345.199,294.444,-0.021,6.511,5,
82824.05,300.243,-345.12,294.604,-0.005,6.501,5,
82828.081,300.243,-345.12,294.764,-0.021,6.501,5,
82832.112,300.243,-345.199,294.764,-0.053,6.501,5,
82832.112,300.241,-345.199,294.764,-0.053,6.49,5,
82824.05,300.243,-345.12,295.084,-0.037,6.501,5,
82824.05,300.243,-345.436,295.084,-0.037,6.501,5,
82824.05,300.241,-345.357,295.084,-0.053,6.501,5,
82828.081,300.246,-345.278,295.084,-0.021,6.49,5,
82832.112,300.243,-345.278,295.084,-0.021,6.501,5,
82824.05,300.245,-345.199,295.405,-0.005,6.49,5,
82824.05,300.241,-345.357,295.565,-0.005,6.501,5,
82824.05,300.241,-345.357,295.405,-0.021,6.49,5,
82824.05,300.245,-345.436,295.725,-0.005,6.49,5,
82820.018,300.245,-345.357,295.725,-0.021,6.49,5,
82828.081,300.245,-345.515,295.885,-0.005,6.501,5,
82824.05,300.245,-345.515,296.365,-0.037,6.522,5,
82820.018,300.243,-345.673,296.045,-0.053,6.501,5,
82824.05,300.241,-345.594,296.205,-0.021,6.501,5,
82815.987,300.245,-345.673,296.525,-0.005,6.501,5,
82824.05,300.241,-345.594,296.685,-0.037,6.501,5,
82815.987,300.245,-345.673,296.525,-0.037,6.49,5,
82820.018,300.246,-345.831,297.006,-0.037,6.522,5,
82815.987,300.248,-345.831,297.166,-0.021,6.511,5,
82820.018,300.246,-345.752,297.326,-0.021,6.501,5,
82815.987,300.243,-345.91,297.166,-0.021,6.479,5,
82815.987,300.246,-345.91,297.486,-0.037,6.501,5,
82820.018,300.245,-345.989,297.486,-0.021,6.511,5,
82815.987,300.245,-345.91,297.806,-0.037,6.522,5,
82820.018,300.246,-346.068,297.646,-0.021,6.501,5,
82815.987,300.245,-346.068,297.806,-0.021,6.49,5,
82824.05,300.243,-346.068,297.806,-0.021,6.479,5,
82820.018,300.246,-346.147,297.966,-0.037,6.49,5,
82815.987,300.245,-346.068,297.966,-0.021,6.501,5,
82815.987,300.245,-345.989,298.286,-0.021,6.511,5,
82820.018,300.241,-346.147,298.286,-0.037,6.501,5,
82824.05,300.245,-346.068,298.126,-0.005,6.511,5,
82820.018,300.243,-345.91,298.126,-0.005,6.49,5,
82824.05,300.245,-345.989,298.446,-0.005,6.501,5,
82811.955,300.241,-346.068,298.286,-0.021,6.511,5,
82811.955,300.243,-346.147,298.286,-0.021,6.501,5,
82807.924,300.248,-346.068,298.286,-0.037,6.522,5,
82815.987,300.241,-346.226,298.126,-0.037,6.501,5,
82820.018,300.243,-346.068,298.446,-0.021,6.501,5,
82820.018,300.243,-345.831,298.126,-0.037,6.49,5,
82824.05,300.241,-346.068,298.126,-0.021,6.501,5,
82815.987,300.245,-346.068,297.966,-0.021,6.511,5,
82811.955,300.241,-346.068,297.966,-0.021,6.501,5,
82820.018,300.243,-345.989,297.806,-0.021,6.501,5,
82811.955,300.243,-346.068,297.646,-0.005,6.501,5,
82815.987,300.243,-345.989,297.326,-0.037,6.479,5,
82815.987,300.243,-345.989,297.486,-0.021,6.49,5,
82811.955,300.243,-346.068,297.006,-0.005,6.501,5,
82815.987,300.241,-345.831,297.006,-0.037,6.501,5,
82824.05,300.243,-346.068,296.846,-0.021,6.511,5,
